Title;Category;Rating;Price;Duration;Skills;Number of viewers;Instructors;Language;Site;Course Type;Courses
Current Issues in Secure Development;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Cyber Security Foundations: Common Malware Attacks and Defense Strategies;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Cyber Security Foundations: Identity and Access Management;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Cyber Security Foundations: Reinforcing Identity and Access Management;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Cyber Security Foundations: Why Cyber Security is Important;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Data Query with Transact-SQL with Python;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Data Visualisation Fundamentals for Absolute Beginners;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Deep Learning on Azure with Python: AI for Beginners;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Deep Learning on Azure with Python: Introduction to Deep Learning;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Deep Learning on Azure with Python: Introduction to Machine Learning;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Deep Learning on Azure with Python: Reinforcement Learning;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Deep Learning on Azure with Python: The Basics of Python Programming;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
How Cyber Security Affects the Software Development Life Cycle;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
How to Use Microsoft Excel for Data Analysis;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Introduction to Artificial Intelligence and Machine Learning;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Introduction to Data Analysis using Excel for Absolute Beginners;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Introduction to Data Science with Microsoft Azure;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Mastering Cloud Computing for AI: How to Use Microsoft Azure;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Mathematics for Data Science: Essential Mathematics for Machine Learning and AI;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Microsoft Future Ready: Data Query with Transact-SQL (T-SQL);Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Microsoft Future Ready: Data Science Research Methods on Python Programming;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Microsoft Future Ready: Designing and Implementing a Data Science Solution on Azure;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Microsoft Future Ready: Designing and Implementing a Data Science Solution on Azure;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Microsoft Future Ready: Essential Mathematics for Machine Learning and AI;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Microsoft Future Ready: Ethics and Laws in Data and Analytics;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Microsoft Future Ready: Introduction to Python Programming;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Secure System Analysis and Design;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Security System and Application Development;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Software Development Fundamentals: Programming Languages and HTML;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Software Development Fundamentals: Project Management;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Software Development Fundamentals: Web Accessibility and CSS;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Software Development with Python and Java: Introducing Java;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Software Development with Python and Java: Prepare for a Software Development Career;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Software Development with Python and Java: Understanding Python;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
System Security Testing and Maintenance;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Data Science in the Games Industry;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Building a Future with Robots;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
The Laws of Digital Data, Content and Artificial Intelligence (AI);Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Create Accessible Interfaces;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Apply Creative Machine Learning;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Create Expressive Videogames;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Introduction to Virtual, Augmented and Mixed Reality;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Learning in the Network Age;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Supercomputing;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Understanding Quantum Computers;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Design a Feminist Chatbot;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Introduction to Physical Computing;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;314 Courses
Introduction to Intercultural Studies: Language and Culture;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Irish 105: An Introduction to Irish Language and Culture;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Irish 204: Irish Language and Culture for Adults;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
A Beginner's Guide to Writing in English for University Study;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
English for Academic Study;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Irish 104: An Introduction to Irish Language and Culture;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Irish 203: Irish Language and Culture for Adults;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Mastering Classroom Management in English Language Teaching;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
旅する書物：日本とヨーロッパの歴史のなかで;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Unleash Your Potential: Global Citizenship;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
How to Teach English Pronunciation;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
How to Use Graded Readers in the English Language Classroom;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Introduction to Norwegian 2;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Working with Translation: Theory and Practice;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Irish 103: An Introduction to Irish Language and Culture;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Irish 202: Irish Language and Culture for Adults;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Understanding Multilingual Children's Language Development;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
What Is Sociology? An Introduction;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Foundations of Writing;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
YCT Standard Course Level 1: Part A;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
YCT Standard Course Level 1: Part B;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
YCT Standard Course Level 2: Part A;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
YCT Standard Course Level 2: Part B;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Key Principles and Practices of TESOL;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Introduction to Dutch;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
English Grammar: All You Need to Know;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Intermediate French: Jobs and Training;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Intermediate French: Leisure and Culture;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Intermediate French: Working in the French-Speaking World;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Let’s Learn Portuguese Language: Basic Conversation Skills;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
English Pronunciation in a Global World;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Intermediate German: Countries and Landscapes;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Intermediate German: Festivals and Traditions;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Intermediate German: People and Lifestyles;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Let’s Learn Thai Language: Basic Conversation Skills;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Intermediate Spanish: Heritage and Popular Culture;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Intermediate Spanish: Leisure in Spanish-Speaking Countries;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Intermediate Spanish: Literature, Cinema and the Visual Arts;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
How to Teach Writing Using Hybrid Learning Technology with Stylefit;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Understanding English Punctuation: Commonly used Punctuation Marks;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Introduction to Intercultural Studies: Crossing Borders;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Introduction to Intercultural Studies: Defining the Concept of Culture;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Introduction to Intercultural Studies: Intercultural Contact;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Conversational Chinese: Leisure Activities and Daily Life;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Learn Spanish 1: Basics, meeting people and describing places;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Learn Spanish 2: People and their interests;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Learn Spanish 3: Time and Direct Object Pronouns;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Learn Spanish 4: Spanish Prepositions, Adverbs, and Tenses;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Introduction to the Chinese Language;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Develop Your Academic Vocabulary for Study;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Introduction to Comparative Indo-European Linguistics;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
How to Pass IELTS: Writing;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Learn Bahasa Melayu: Introduction to the Malay Language;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
HSK Standard Course Level 2: 2.1;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
HSK Standard Course Level 2: 2.2;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
HSK Standard Course Level 2: 2.3;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
EAL: English Language for Nature Conservation and Sustainability;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
English Language Learning Through Sustainability;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Learn English Through TV Drama Series: Adrift;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Learn English Through TV Drama Series: My Name is Lucky;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Learn English Through TV Drama Series: Skipper's Pass;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Learn English Through TV Drama Series: Upper Intermediate English Language;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Te Reo Māori: Introduction to Pronunciation;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Improve your IELTS Speaking score;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Practise your PTE Academic Speaking Skills;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Teaching English Grammar in Context;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
English for STEM: Understanding Maths Vocabulary;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
English for STEM: Understanding Engineering Vocabulary;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Volunteering with Refugees;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Contemporary Chinese IV: 4.1;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Contemporary Chinese IV: 4.2;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
English for STEM: Understanding Science Vocabulary;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
English for STEM: Understanding Technology Vocabulary;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Contemporary Chinese III:  3.2;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Contemporary Chinese III: 3.1;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Plurilingual Classrooms in Action;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
HSK Standard Course Level 1: 1.1;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
HSK Standard Course Level 1: 1.2;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
HSK Standard Course Level 1: 1.3;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Contemporary Chinese II: 2.1;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Contemporary Chinese II: 2.2;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Discover Chinese Drama: Understanding 'The Injustice to Dou E';Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Fairy Tales: Meanings, Messages, and Morals;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Fall in Love with Mandarin;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Learn Spanish 1: Basics, meeting people and describing places;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Learn Spanish 2: People and their interests;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
English as a Medium of Instruction for Academics;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
English Grammar for Teachers;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Fun in Korea: Useful Expressions and Cultural Information for Travellers;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Safeguarding in Collaborative Research and International Development: Contexts, Challenges, and Opportunities;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Basic English 1: Elementary;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Basic English 2: Pre-Intermediate;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
English for Healthcare;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Contemporary Chinese I:  1.2;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Contemporary Chinese I: 1.1;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Creating Audio Description: Equality, Diversity, and Inclusion;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
The Qur'an Between Judaism and Christianity;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Intermediate French: Discovering Worlds of French;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Intermediate French: People and Places;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Intermediate French: Traditions and Celebrations;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Intermediate Spanish: Places and Travel;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Intermediate Spanish: Spanish for Education and Work;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Intermediate Spanish: The Worlds of Spanish;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
The Museum as a Site and Source for Learning;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Irish 101:  An Introduction to Irish Language and Culture;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Intermediate Korean: Exploring the Language and Culture of Korea;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Introduction to Frisian;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Learn Spanish: Survival Spanish for Beginners;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
An Intermediate Guide to Writing in English for University Study;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Multilingual Practices: Tackling Challenges and Creating Opportunities;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Language Testing During Awake Brain Surgery;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Stylistics: Using Linguistics to Explore Texts and Meaning;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Introduction to Korean: 2;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
An Introduction to Sociolinguistics: Accents, Attitudes and Identity;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Shakespeare's Language: Revealing Meanings and Exploring Myths;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Introduction to Korean;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Introduction to Italian;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Foundations of Portuguese for Global Communication;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Let's Learn Portuguese Language;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Learn Chinese: Introduction to Chinese Conversation;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Learn Chinese: Introduction to Chinese Grammar;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Learn Chinese: Introduction to Chinese Pronunciation and Tone;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Let's Learn Thai Language;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Intercultural Communication: Dynamics of cultural identities in global interaction;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Multilingual Learning for a Globalised World;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Academic Writing in English for ESL Learners;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
PTE Success: The Skills You Need;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Interpreting for Refugees: Contexts, Practices and Ethics;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Foundations of French for Global Communication;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Foundations of Spanish for Global Communication;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Many Faces: Understanding the Complexities of Chinese Culture;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
An Introduction to Japanese Subcultures;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
English Football: a Social History;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Introduction to Korean Philosophy;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Norwegian for Beginners 1;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
The Korean Alphabet: An Introduction to Hangeul;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Norwegian for Beginners 2;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Norwegian for Beginners 3;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;138 Courses
Incarceration: Are Prisons a Suitable Punishment?;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
International Humanitarian Law for Business;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Environmental Challenges: Hierarchy in Property Rights;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
AI for Legal Professionals (II): Tools for Lawyers;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Introduction to the Rule of Law;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Religion and Sexual Wellbeing: Pleasure, Piety, and Reproductive Rights;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Fraud Investigation: Making a Difference;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Reporting Obligations of Your Charity Part B: Financial Skills for ACNC Reporting Requirements;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
The Annual Information Statement;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Business Law and the Fashion Industry;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Governance Standards Part A: Introduction and Governance Standards 1-3;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Governance Standards Part B: Governance Standards 4-6 and How to Wind Up a Charity;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Governing a Registered Charity in Australia;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
